 condition,  answer,  response,  correct,  RT,  N/T  disimilarity,N/N  disimilarity,  x1,  y1,  x2,y2,  orientation 
 vs,  yes,  yes,  1,  1765.835,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  no,  no,  1,  1927.013,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  793.570,  0.50,  0.15,  0.60,  -0.34,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  993.733,  0.20,  0.10,  0.70,  -0.14,  -0.50,  -0.04,  0 
 vs,  yes,  yes,  1,  1233.977,  0.80,  0.30,  0.70,  0.24,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  792.268,  1.00,  0.35,  0.60,  0.30,  -0.70,  0.65,  0 
 vs,  no,  no,  1,  1727.732,  0.80,  0.30,  0.70,  0.24,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  2274.888,  0.20,  0.20,  0.60,  -0.15,  -0.70,  0.05,  0 
 vs,  no,  no,  1,  1560.195,  0.80,  0.15,  0.70,  0.34,  -0.60,  0.49,  0 
 vs,  yes,  yes,  1,  1353.904,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  587.642,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  no,  no,  1,  2075.711,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  yes,  yes,  1,  904.908,  0.60,  0.20,  0.60,  0.22,  -0.70,  0.42,  0 
 vs,  no,  no,  1,  2188.443,  0.50,  0.10,  0.70,  -0.30,  -0.60,  -0.20,  0 
 vs,  yes,  yes,  1,  2285.098,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  no,  no,  1,  2001.728,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  no,  no,  1,  2169.636,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  1418.877,  0.40,  0.05,  0.60,  -0.24,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  921.950,  0.50,  0.30,  0.60,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  724.802,  0.40,  0.40,  0.50,  -0.21,  -0.70,  0.19,  0 
 vs,  yes,  yes,  1,  895.630,  0.80,  0.10,  0.70,  0.35,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  1531.173,  0.40,  0.25,  0.50,  0.06,  -0.60,  0.31,  0 
 vs,  yes,  yes,  1,  1158.226,  0.50,  0.00,  0.60,  -0.24,  -0.60,  -0.24,  0 
 vs,  yes,  yes,  1,  1277.703,  0.80,  0.30,  0.70,  0.24,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  1097.995,  0.20,  0.20,  0.60,  -0.15,  -0.70,  0.05,  0 
 vs,  yes,  yes,  1,  1182.308,  0.50,  0.30,  0.60,  0.10,  -0.60,  0.40,  0 
 vs,  no,  no,  1,  2086.569,  0.20,  0.05,  0.50,  -0.11,  -0.60,  -0.06,  0 
 vs,  no,  no,  1,  2299.194,  0.40,  0.05,  0.60,  -0.24,  -0.60,  -0.19,  0 
 vs,  no,  no,  1,  2007.149,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  599.001,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  1437.805,  1.00,  0.35,  0.60,  0.30,  -0.70,  0.65,  0 
 vs,  no,  no,  1,  2236.206,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  730.843,  0.50,  0.25,  0.50,  -0.36,  -0.60,  -0.11,  0 
 vs,  yes,  yes,  1,  1061.590,  0.80,  0.10,  0.70,  0.35,  -0.60,  0.45,  0 
 vs,  no,  no,  1,  1714.578,  0.80,  0.10,  0.70,  0.35,  -0.60,  0.45,  0 
 vs,  no,  no,  1,  1934.342,  0.50,  0.40,  0.60,  0.06,  -0.60,  0.46,  0 
 vs,  yes,  yes,  1,  896.826,  0.50,  0.15,  0.60,  -0.34,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  1332.437,  0.20,  0.05,  0.50,  -0.11,  -0.60,  -0.06,  0 
 vs,  yes,  yes,  1,  1670.768,  0.50,  0.30,  0.70,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  1427.260,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  yes,  yes,  1,  1074.310,  0.50,  0.25,  0.50,  0.12,  -0.70,  0.38,  0 
 vs,  yes,  yes,  1,  1127.197,  0.50,  0.00,  0.60,  -0.24,  -0.60,  -0.24,  0 
 vs,  yes,  yes,  1,  2130.114,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  yes,  yes,  1,  1253.331,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  yes,  yes,  1,  667.090,  0.50,  0.35,  0.60,  -0.43,  -0.50,  -0.08,  0 
 vs,  yes,  yes,  1,  599.862,  0.50,  0.25,  0.50,  -0.36,  -0.60,  -0.11,  0 
 vs,  yes,  yes,  1,  1079.324,  0.50,  0.00,  0.60,  -0.24,  -0.60,  -0.24,  0 
 vs,  yes,  yes,  1,  756.244,  0.40,  0.05,  0.60,  -0.24,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  1933.707,  0.50,  0.15,  0.60,  -0.34,  -0.60,  -0.19,  0 
 vs,  no,  no,  1,  1816.245,  0.50,  0.30,  0.70,  -0.40,  -0.50,  -0.10,  0 
 vs,  no,  no,  1,  3135.423,  0.50,  0.35,  0.60,  -0.43,  -0.50,  -0.08,  0 
 vs,  no,  no,  1,  2026.374,  0.50,  0.30,  0.60,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  1673.557,  0.40,  0.25,  0.50,  0.06,  -0.60,  0.31,  0 
 vs,  yes,  yes,  1,  2102.705,  0.40,  0.35,  0.50,  -0.20,  -0.70,  0.15,  0 
 vs,  no,  no,  1,  2202.618,  0.20,  0.05,  0.50,  -0.11,  -0.60,  -0.06,  0 
 vs,  no,  no,  1,  1993.905,  1.00,  0.35,  0.60,  0.30,  -0.70,  0.65,  0 
 vs,  yes,  yes,  1,  962.506,  0.40,  0.35,  0.50,  -0.20,  -0.70,  0.15,  0 
 vs,  yes,  yes,  1,  788.011,  0.60,  0.20,  0.60,  0.22,  -0.70,  0.42,  0 
 vs,  yes,  yes,  1,  979.535,  0.50,  0.25,  0.50,  -0.36,  -0.60,  -0.11,  0 
 vs,  yes,  yes,  1,  1156.432,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  2062.039,  0.60,  0.20,  0.60,  0.22,  -0.70,  0.42,  0 
 vs,  yes,  yes,  1,  555.287,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  1844.072,  0.20,  0.20,  0.60,  -0.15,  -0.70,  0.05,  0 
 vs,  yes,  yes,  1,  1674.551,  0.20,  0.20,  0.60,  -0.15,  -0.70,  0.05,  0 
 vs,  yes,  yes,  1,  975.741,  1.00,  0.35,  0.60,  0.30,  -0.70,  0.65,  0 
 vs,  no,  no,  1,  1743.908,  0.80,  0.15,  0.70,  0.34,  -0.60,  0.49,  0 
 vs,  yes,  yes,  1,  1482.390,  0.20,  0.10,  0.70,  -0.14,  -0.50,  -0.04,  0 
 vs,  yes,  no,  0,  1774.787,  0.50,  0.40,  0.60,  0.06,  -0.60,  0.46,  0 
 vs,  yes,  yes,  1,  886.157,  0.50,  0.00,  0.60,  0.25,  -0.50,  0.25,  0 
 vs,  no,  no,  1,  1890.413,  0.50,  0.30,  0.70,  -0.40,  -0.50,  -0.10,  0 
 vs,  no,  no,  1,  2350.926,  0.40,  0.05,  0.60,  -0.24,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  768.288,  0.20,  0.05,  0.50,  -0.11,  -0.60,  -0.06,  0 
 vs,  yes,  yes,  1,  1161.079,  0.20,  0.05,  0.50,  -0.11,  -0.60,  -0.06,  0 
 vs,  no,  no,  1,  1674.725,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  2007.890,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  1119.780,  0.30,  0.30,  0.70,  -0.32,  -0.60,  -0.02,  0 
 vs,  yes,  no,  0,  2042.736,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  992.144,  0.30,  0.30,  0.70,  -0.32,  -0.60,  -0.02,  0 
 vs,  yes,  yes,  1,  1024.395,  0.40,  0.40,  0.50,  -0.21,  -0.70,  0.19,  0 
 vs,  yes,  yes,  1,  2071.293,  0.50,  0.35,  0.60,  0.07,  -0.50,  0.43,  0 
 vs,  no,  no,  1,  2803.974,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  no,  no,  1,  2724.222,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  no,  no,  1,  2287.813,  0.50,  0.00,  0.60,  0.25,  -0.50,  0.25,  0 
 vs,  no,  no,  1,  2948.512,  0.50,  0.30,  0.60,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  1046.874,  0.80,  0.15,  0.70,  0.34,  -0.60,  0.49,  0 
 vs,  yes,  yes,  1,  1620.511,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  no,  no,  1,  2699.663,  0.50,  0.00,  0.60,  -0.24,  -0.60,  -0.24,  0 
 vs,  no,  no,  1,  2455.886,  0.50,  0.25,  0.50,  -0.36,  -0.60,  -0.11,  0 
 vs,  yes,  yes,  1,  1893.976,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  no,  no,  1,  1794.643,  0.50,  0.00,  0.60,  0.25,  -0.50,  0.25,  0 
 vs,  yes,  yes,  1,  810.557,  0.30,  0.30,  0.70,  -0.32,  -0.60,  -0.02,  0 
 vs,  yes,  yes,  1,  874.093,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  927.028,  0.20,  0.10,  0.70,  -0.14,  -0.50,  -0.04,  0 
 vs,  yes,  yes,  1,  914.002,  0.60,  0.20,  0.60,  0.22,  -0.70,  0.42,  0 
 vs,  no,  no,  1,  1813.565,  0.50,  0.40,  0.60,  0.06,  -0.60,  0.46,  0 
 vs,  yes,  yes,  1,  869.472,  0.80,  0.10,  0.70,  0.35,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  969.739,  0.50,  0.00,  0.60,  0.25,  -0.50,  0.25,  0 
 vs,  no,  no,  1,  1834.680,  0.20,  0.10,  0.70,  -0.14,  -0.50,  -0.04,  0 
 vs,  no,  no,  1,  1785.317,  0.20,  0.20,  0.60,  -0.15,  -0.70,  0.05,  0 
 vs,  yes,  yes,  1,  761.907,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  yes,  yes,  1,  1171.455,  0.40,  0.40,  0.50,  -0.21,  -0.70,  0.19,  0 
 vs,  yes,  yes,  1,  2164.418,  0.50,  0.25,  0.50,  -0.36,  -0.60,  -0.11,  0 
 vs,  yes,  yes,  1,  1077.807,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  yes,  yes,  1,  674.831,  0.50,  0.00,  0.50,  -0.25,  -0.70,  -0.25,  0 
 vs,  yes,  yes,  1,  1808.867,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  688.801,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  no,  no,  1,  1876.978,  0.20,  0.10,  0.70,  -0.14,  -0.50,  -0.04,  0 
 vs,  yes,  yes,  1,  1553.570,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  843.449,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  537.688,  0.50,  0.10,  0.70,  -0.30,  -0.60,  -0.20,  0 
 vs,  no,  no,  1,  1555.139,  0.50,  0.15,  0.60,  -0.34,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  804.297,  0.40,  0.40,  0.50,  -0.21,  -0.70,  0.19,  0 
 vs,  no,  no,  1,  1835.893,  0.40,  0.05,  0.60,  -0.24,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  1794.454,  0.40,  0.25,  0.50,  0.06,  -0.60,  0.31,  0 
 vs,  yes,  yes,  1,  1018.375,  0.20,  0.10,  0.70,  -0.14,  -0.50,  -0.04,  0 
 vs,  no,  no,  1,  2081.347,  0.50,  0.25,  0.50,  -0.36,  -0.60,  -0.11,  0 
 vs,  no,  no,  1,  1958.640,  0.40,  0.25,  0.50,  0.06,  -0.60,  0.31,  0 
 vs,  no,  no,  1,  1856.615,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  798.580,  0.50,  0.00,  0.60,  -0.24,  -0.60,  -0.24,  0 
 vs,  no,  no,  1,  1990.785,  0.50,  0.00,  0.60,  -0.26,  -0.60,  -0.26,  0 
 vs,  yes,  no,  0,  2295.407,  0.50,  0.35,  0.60,  0.07,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  1699.072,  0.50,  0.30,  0.60,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  1022.275,  0.50,  0.00,  0.50,  -0.25,  -0.70,  -0.25,  0 
 vs,  yes,  yes,  1,  1445.203,  0.50,  0.00,  0.60,  -0.26,  -0.60,  -0.26,  0 
 vs,  yes,  yes,  1,  1242.999,  0.40,  0.35,  0.50,  -0.20,  -0.70,  0.15,  0 
 vs,  no,  no,  1,  1777.413,  0.50,  0.10,  0.70,  -0.30,  -0.60,  -0.20,  0 
 vs,  yes,  yes,  1,  954.659,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  yes,  yes,  1,  964.236,  0.20,  0.05,  0.50,  -0.11,  -0.60,  -0.06,  0 
 vs,  yes,  yes,  1,  1381.856,  0.50,  0.30,  0.70,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  830.991,  0.50,  0.30,  0.60,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  901.869,  0.80,  0.30,  0.70,  0.24,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  785.504,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  2009.683,  0.40,  0.40,  0.50,  -0.21,  -0.70,  0.19,  0 
 vs,  yes,  yes,  1,  577.702,  0.80,  0.30,  0.70,  0.24,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  1146.491,  0.50,  0.25,  0.50,  0.12,  -0.70,  0.38,  0 
 vs,  yes,  yes,  1,  860.182,  0.50,  0.40,  0.60,  0.06,  -0.60,  0.46,  0 
 vs,  no,  no,  1,  1497.788,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  no,  no,  1,  1918.230,  0.20,  0.20,  0.60,  -0.15,  -0.70,  0.05,  0 
 vs,  yes,  yes,  1,  809.544,  0.50,  0.00,  0.60,  -0.26,  -0.60,  -0.26,  0 
 vs,  yes,  yes,  1,  1793.108,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  yes,  yes,  1,  521.050,  0.50,  0.00,  0.50,  -0.25,  -0.70,  -0.25,  0 
 vs,  yes,  yes,  1,  1067.796,  0.40,  0.25,  0.50,  0.06,  -0.60,  0.31,  0 
 vs,  no,  no,  1,  1928.825,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  no,  0,  2276.088,  0.20,  0.05,  0.50,  -0.11,  -0.60,  -0.06,  0 
 vs,  yes,  yes,  1,  1752.388,  0.50,  0.25,  0.50,  0.12,  -0.70,  0.38,  0 
 vs,  yes,  yes,  1,  3138.287,  0.50,  0.35,  0.60,  -0.43,  -0.50,  -0.08,  0 
 vs,  yes,  yes,  1,  1301.318,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  1169.052,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  no,  no,  1,  2074.024,  0.80,  0.30,  0.70,  0.24,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  735.414,  0.40,  0.25,  0.50,  0.06,  -0.60,  0.31,  0 
 vs,  no,  no,  1,  1953.586,  0.30,  0.30,  0.70,  -0.32,  -0.60,  -0.02,  0 
 vs,  no,  no,  1,  2011.549,  0.80,  0.10,  0.70,  0.35,  -0.60,  0.45,  0 
 vs,  no,  no,  1,  2115.542,  0.50,  0.15,  0.50,  -0.33,  -0.50,  -0.17,  0 
 vs,  yes,  yes,  1,  1254.871,  0.50,  0.30,  0.70,  -0.40,  -0.50,  -0.10,  0 
 vs,  no,  no,  1,  2716.624,  1.00,  0.35,  0.60,  0.30,  -0.70,  0.65,  0 
 vs,  yes,  yes,  1,  656.160,  0.50,  0.15,  0.60,  0.17,  -0.60,  0.33,  0 
 vs,  yes,  no,  0,  1469.698,  0.20,  0.20,  0.60,  -0.15,  -0.70,  0.05,  0 
 vs,  yes,  yes,  1,  1265.708,  0.80,  0.15,  0.70,  0.34,  -0.60,  0.49,  0 
 vs,  no,  no,  1,  2406.736,  1.00,  0.35,  0.60,  0.30,  -0.70,  0.65,  0 
 vs,  yes,  yes,  1,  1638.891,  0.50,  0.10,  0.70,  -0.30,  -0.60,  -0.20,  0 
 vs,  yes,  yes,  1,  1093.372,  0.50,  0.35,  0.60,  0.07,  -0.50,  0.43,  0 
 vs,  no,  no,  1,  1745.729,  0.50,  0.00,  0.60,  -0.26,  -0.60,  -0.26,  0 
 vs,  yes,  yes,  1,  1868.296,  0.50,  0.10,  0.70,  -0.30,  -0.60,  -0.20,  0 
 vs,  yes,  yes,  1,  985.534,  0.50,  0.15,  0.60,  -0.34,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  729.866,  0.40,  0.05,  0.60,  -0.24,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  1684.709,  0.50,  0.05,  0.60,  -0.28,  -0.70,  -0.23,  0 
 vs,  no,  no,  1,  2001.189,  0.50,  0.35,  0.60,  0.07,  -0.50,  0.43,  0 
 vs,  yes,  no,  0,  2009.233,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  2831.421,  0.50,  0.00,  0.50,  -0.25,  -0.70,  -0.25,  0 
 vs,  no,  no,  1,  2479.039,  0.30,  0.30,  0.70,  -0.32,  -0.60,  -0.02,  0 
 vs,  yes,  yes,  1,  764.508,  1.00,  0.35,  0.60,  0.30,  -0.70,  0.65,  0 
 vs,  no,  no,  1,  2534.035,  0.80,  0.15,  0.70,  0.34,  -0.60,  0.49,  0 
 vs,  no,  no,  1,  2544.828,  0.50,  0.40,  0.60,  0.06,  -0.60,  0.46,  0 
 vs,  yes,  yes,  1,  659.705,  0.50,  0.40,  0.60,  0.06,  -0.60,  0.46,  0 
 vs,  no,  no,  1,  2992.487,  0.50,  0.20,  0.50,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  857.553,  0.80,  0.15,  0.70,  0.34,  -0.60,  0.49,  0 
 vs,  yes,  yes,  1,  599.127,  0.50,  0.00,  0.60,  0.25,  -0.50,  0.25,  0 
 vs,  yes,  yes,  1,  806.623,  0.50,  0.15,  0.60,  -0.34,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  742.188,  0.20,  0.20,  0.60,  -0.15,  -0.70,  0.05,  0 
 vs,  no,  no,  1,  2504.374,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  1772.520,  0.20,  0.20,  0.60,  -0.15,  -0.70,  0.05,  0 
 vs,  yes,  yes,  1,  509.802,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  yes,  yes,  1,  665.259,  0.50,  0.00,  0.60,  -0.26,  -0.60,  -0.26,  0 
 vs,  no,  no,  1,  1814.095,  0.40,  0.40,  0.50,  -0.21,  -0.70,  0.19,  0 
 vs,  yes,  yes,  1,  478.021,  0.50,  0.20,  0.60,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  718.707,  0.40,  0.05,  0.60,  -0.24,  -0.60,  -0.19,  0 
 vs,  yes,  yes,  1,  1521.558,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  908.715,  0.50,  0.00,  0.50,  -0.25,  -0.70,  -0.25,  0 
