 condition,  answer,  response,  correct,  RT,  N/T  disimilarity,N/N  disimilarity,  x1,  y1,  x2,y2,  orientation 
 vs,  yes,  yes,  1,  1306.661,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1030.398,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  no,  no,  1,  1949.422,  0.80,  0.40,  0.60,  0.20,  -0.60,  0.60,  0 
 vs,  no,  no,  1,  2023.343,  0.90,  0.15,  0.50,  0.37,  -0.60,  0.52,  0 
 vs,  yes,  yes,  1,  662.664,  0.50,  0.30,  0.70,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  876.186,  0.60,  0.05,  0.50,  0.30,  -0.50,  0.35,  0 
 vs,  yes,  yes,  1,  833.075,  0.10,  0.00,  0.70,  0.07,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  743.329,  0.90,  0.15,  0.50,  0.37,  -0.60,  0.52,  0 
 vs,  no,  no,  1,  2129.546,  0.30,  0.30,  0.50,  -0.13,  -0.70,  0.17,  0 
 vs,  yes,  yes,  1,  1140.911,  0.50,  0.30,  0.70,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  1007.248,  0.40,  0.20,  0.60,  -0.28,  -0.70,  -0.08,  0 
 vs,  yes,  yes,  1,  478.918,  0.50,  0.30,  0.70,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  643.687,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  no,  no,  1,  2585.192,  0.60,  0.30,  0.60,  0.15,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  786.000,  1.00,  0.35,  0.60,  0.31,  -0.60,  0.66,  0 
 vs,  yes,  yes,  1,  666.316,  0.40,  0.25,  0.70,  0.07,  -0.50,  0.32,  0 
 vs,  no,  no,  1,  1695.089,  0.50,  0.05,  0.70,  0.23,  -0.60,  0.28,  0 
 vs,  no,  no,  1,  1491.642,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  no,  no,  1,  1960.086,  0.50,  0.40,  0.60,  -0.45,  -0.50,  -0.05,  0 
 vs,  no,  no,  1,  1234.121,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  yes,  no,  0,  1200.471,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  no,  0,  1646.433,  0.80,  0.40,  0.70,  0.20,  -0.60,  0.60,  0 
 vs,  yes,  yes,  1,  2187.776,  0.50,  0.20,  0.60,  -0.35,  -0.50,  -0.15,  0 
 vs,  yes,  yes,  1,  1931.825,  0.80,  0.40,  0.60,  0.20,  -0.60,  0.60,  0 
 vs,  yes,  no,  0,  3214.415,  0.70,  0.35,  0.60,  0.16,  -0.60,  0.51,  0 
 vs,  no,  no,  1,  3421.698,  0.50,  0.05,  0.70,  0.23,  -0.60,  0.28,  0 
 vs,  yes,  yes,  1,  797.493,  0.40,  0.25,  0.70,  0.07,  -0.50,  0.32,  0 
 vs,  no,  no,  1,  2629.711,  0.60,  0.05,  0.50,  0.30,  -0.50,  0.35,  0 
 vs,  no,  no,  1,  2604.553,  0.30,  0.30,  0.50,  -0.13,  -0.70,  0.17,  0 
 vs,  no,  no,  1,  1572.747,  0.50,  0.40,  0.70,  0.05,  -0.70,  0.45,  0 
 vs,  no,  no,  1,  1909.925,  0.60,  0.05,  0.50,  0.25,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  2953.182,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  no,  no,  1,  2491.482,  0.20,  0.20,  0.70,  -0.07,  -0.60,  0.13,  0 
 vs,  yes,  yes,  1,  960.298,  0.60,  0.30,  0.60,  0.15,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  921.922,  0.60,  0.00,  0.70,  -0.29,  -0.60,  -0.29,  0 
 vs,  yes,  yes,  1,  1812.847,  0.20,  0.20,  0.70,  -0.07,  -0.60,  0.13,  0 
 vs,  yes,  yes,  1,  676.771,  0.50,  0.10,  0.60,  -0.30,  -0.70,  -0.20,  0 
 vs,  no,  no,  1,  3393.611,  0.50,  0.20,  0.60,  -0.35,  -0.50,  -0.15,  0 
 vs,  yes,  yes,  1,  802.112,  0.50,  0.05,  0.70,  -0.28,  -0.50,  -0.23,  0 
 vs,  yes,  yes,  1,  1784.980,  1.00,  0.35,  0.60,  0.31,  -0.60,  0.66,  0 
 vs,  yes,  yes,  1,  841.569,  0.50,  0.00,  0.60,  -0.25,  -0.50,  -0.25,  0 
 vs,  no,  no,  1,  2839.794,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1062.743,  0.50,  0.20,  0.70,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  788.389,  0.50,  0.10,  0.50,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1643.922,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  yes,  yes,  1,  2106.444,  0.50,  0.40,  0.70,  0.05,  -0.70,  0.45,  0 
 vs,  no,  no,  1,  3838.454,  0.60,  0.05,  0.50,  0.25,  -0.70,  0.30,  0 
 vs,  no,  no,  1,  2245.033,  0.70,  0.35,  0.60,  0.16,  -0.60,  0.51,  0 
 vs,  no,  no,  1,  1971.765,  0.30,  0.15,  0.50,  0.09,  -0.50,  0.24,  0 
 vs,  yes,  yes,  1,  1804.477,  0.50,  0.30,  0.60,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  no,  0,  3260.357,  0.30,  0.30,  0.50,  -0.13,  -0.70,  0.17,  0 
 vs,  yes,  yes,  1,  1273.642,  0.50,  0.25,  0.70,  -0.38,  -0.60,  -0.12,  0 
 vs,  no,  no,  1,  3310.704,  0.40,  0.25,  0.70,  0.07,  -0.50,  0.32,  0 
 vs,  yes,  yes,  1,  1139.113,  0.50,  0.20,  0.60,  -0.35,  -0.50,  -0.15,  0 
 vs,  yes,  yes,  1,  2420.843,  0.50,  0.30,  0.60,  -0.40,  -0.50,  -0.10,  0 
 vs,  no,  no,  1,  2308.231,  0.50,  0.20,  0.70,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  1296.319,  0.60,  0.25,  0.70,  0.18,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  1948.727,  0.50,  0.40,  0.70,  0.05,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  1486.672,  0.20,  0.10,  0.60,  -0.17,  -0.50,  -0.07,  0 
 vs,  yes,  yes,  1,  674.469,  0.60,  0.05,  0.50,  0.25,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  3447.335,  0.90,  0.15,  0.50,  0.37,  -0.60,  0.52,  0 
 vs,  yes,  yes,  1,  1725.797,  0.30,  0.15,  0.50,  0.09,  -0.50,  0.24,  0 
 vs,  yes,  yes,  1,  1113.039,  0.50,  0.05,  0.70,  -0.28,  -0.50,  -0.23,  0 
 vs,  no,  no,  1,  6260.676,  0.50,  0.10,  0.50,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1852.142,  0.50,  0.40,  0.70,  0.05,  -0.70,  0.45,  0 
 vs,  no,  no,  1,  2234.044,  0.50,  0.40,  0.70,  0.05,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  888.774,  0.50,  0.10,  0.70,  -0.28,  -0.60,  -0.18,  0 
 vs,  yes,  yes,  1,  1549.033,  0.40,  0.25,  0.70,  0.07,  -0.50,  0.32,  0 
 vs,  no,  no,  1,  5142.839,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  no,  no,  1,  4498.510,  0.50,  0.10,  0.70,  -0.28,  -0.60,  -0.18,  0 
 vs,  yes,  yes,  1,  1622.720,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  1053.900,  0.30,  0.15,  0.50,  0.09,  -0.50,  0.24,  0 
 vs,  no,  no,  1,  3147.528,  0.50,  0.00,  0.60,  -0.25,  -0.50,  -0.25,  0 
 vs,  no,  no,  1,  2582.566,  0.40,  0.20,  0.60,  -0.28,  -0.70,  -0.08,  0 
 vs,  yes,  yes,  1,  1047.418,  0.40,  0.25,  0.70,  0.07,  -0.50,  0.32,  0 
 vs,  yes,  yes,  1,  725.730,  0.50,  0.10,  0.50,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  2408.593,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
