 condition,  answer,  response,  correct,  RT,  N/T  disimilarity,N/N  disimilarity,  x1,  y1,  x2,y2,  orientation 
 vs,  yes,  yes,  1,  874.604,  0.50,  0.05,  0.70,  0.23,  -0.60,  0.28,  0 
 vs,  yes,  yes,  1,  4743.390,  0.50,  0.30,  0.60,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  794.192,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  yes,  yes,  1,  794.395,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  no,  no,  1,  2914.574,  0.60,  0.25,  0.70,  0.18,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  1382.739,  0.60,  0.05,  0.50,  0.30,  -0.50,  0.35,  0 
 vs,  no,  no,  1,  3463.090,  0.50,  0.10,  0.70,  -0.28,  -0.60,  -0.18,  0 
 vs,  yes,  yes,  1,  2061.468,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  1906.696,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  no,  no,  1,  3318.564,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  yes,  yes,  1,  2714.187,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  no,  no,  1,  3037.647,  0.50,  0.40,  0.70,  0.05,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  2588.562,  0.50,  0.30,  0.70,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  2173.322,  0.50,  0.05,  0.70,  0.23,  -0.60,  0.28,  0 
 vs,  yes,  yes,  1,  1438.608,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  yes,  yes,  1,  804.356,  0.30,  0.15,  0.50,  0.09,  -0.50,  0.24,  0 
 vs,  no,  no,  1,  2731.165,  0.60,  0.25,  0.70,  0.18,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  1574.656,  0.50,  0.10,  0.50,  0.20,  -0.70,  0.30,  0 
 vs,  no,  yes,  0,  2783.691,  0.80,  0.40,  0.60,  0.20,  -0.60,  0.60,  0 
 vs,  yes,  yes,  1,  3287.392,  0.50,  0.25,  0.70,  -0.38,  -0.60,  -0.12,  0 
 vs,  yes,  yes,  1,  1268.497,  0.50,  0.10,  0.50,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1121.578,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  1012.569,  0.60,  0.00,  0.70,  -0.29,  -0.60,  -0.29,  0 
 vs,  yes,  yes,  1,  1116.188,  0.60,  0.05,  0.50,  0.30,  -0.50,  0.35,  0 
 vs,  no,  no,  1,  2551.191,  0.40,  0.20,  0.60,  -0.28,  -0.70,  -0.08,  0 
 vs,  yes,  yes,  1,  1577.377,  0.10,  0.00,  0.70,  0.07,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  746.575,  0.60,  0.30,  0.60,  0.15,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  876.766,  0.60,  0.05,  0.50,  0.30,  -0.50,  0.35,  0 
 vs,  no,  no,  1,  3897.646,  0.70,  0.35,  0.60,  0.16,  -0.60,  0.51,  0 
 vs,  yes,  no,  0,  2646.931,  0.50,  0.10,  0.50,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1156.729,  0.50,  0.10,  0.70,  -0.28,  -0.60,  -0.18,  0 
 vs,  yes,  yes,  1,  1790.378,  0.60,  0.25,  0.70,  0.18,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  1486.959,  0.20,  0.10,  0.60,  -0.17,  -0.50,  -0.07,  0 
 vs,  no,  no,  1,  3547.414,  0.20,  0.20,  0.70,  -0.07,  -0.60,  0.13,  0 
 vs,  yes,  yes,  1,  3654.576,  0.50,  0.30,  0.60,  -0.40,  -0.50,  -0.10,  0 
 vs,  no,  no,  1,  2413.149,  0.50,  0.20,  0.70,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  2029.256,  0.30,  0.15,  0.50,  0.09,  -0.50,  0.24,  0 
 vs,  no,  no,  1,  2300.579,  0.60,  0.00,  0.70,  -0.29,  -0.60,  -0.29,  0 
 vs,  yes,  yes,  1,  952.666,  0.50,  0.10,  0.60,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  4649.600,  0.50,  0.40,  0.70,  0.05,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  1079.499,  0.50,  0.25,  0.70,  -0.38,  -0.60,  -0.12,  0 
 vs,  no,  no,  1,  3044.493,  0.60,  0.25,  0.70,  0.18,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  2139.465,  0.40,  0.20,  0.60,  -0.28,  -0.70,  -0.08,  0 
 vs,  no,  no,  1,  2566.168,  0.50,  0.30,  0.70,  0.10,  -0.60,  0.40,  0 
 vs,  no,  no,  1,  2591.007,  0.50,  0.25,  0.70,  -0.38,  -0.60,  -0.12,  0 
 vs,  no,  no,  1,  2303.850,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  no,  no,  1,  2323.936,  0.70,  0.35,  0.60,  0.16,  -0.60,  0.51,  0 
 vs,  yes,  no,  0,  2295.367,  0.50,  0.10,  0.70,  -0.28,  -0.60,  -0.18,  0 
 vs,  no,  no,  1,  2698.315,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  1302.527,  0.10,  0.00,  0.70,  0.07,  -0.60,  0.07,  0 
 vs,  no,  no,  1,  2474.286,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  no,  no,  1,  2623.092,  0.10,  0.00,  0.70,  0.07,  -0.60,  0.07,  0 
 vs,  no,  no,  1,  2902.610,  0.50,  0.05,  0.70,  -0.28,  -0.50,  -0.23,  0 
 vs,  yes,  yes,  1,  3850.888,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  yes,  yes,  1,  1569.490,  0.40,  0.20,  0.60,  -0.28,  -0.70,  -0.08,  0 
 vs,  yes,  yes,  1,  1482.646,  0.50,  0.05,  0.70,  0.23,  -0.60,  0.28,  0 
 vs,  yes,  yes,  1,  935.153,  0.20,  0.20,  0.70,  -0.07,  -0.60,  0.13,  0 
 vs,  yes,  yes,  1,  2177.426,  1.00,  0.35,  0.60,  0.31,  -0.60,  0.66,  0 
 vs,  yes,  yes,  1,  1146.789,  0.50,  0.10,  0.50,  0.20,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1893.121,  0.50,  0.25,  0.70,  -0.38,  -0.60,  -0.12,  0 
 vs,  yes,  yes,  1,  2433.713,  0.50,  0.10,  0.60,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  2472.517,  0.50,  0.40,  0.60,  -0.45,  -0.50,  -0.05,  0 
 vs,  yes,  yes,  1,  1045.979,  0.50,  0.20,  0.70,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  no,  0,  2796.330,  0.30,  0.30,  0.50,  -0.13,  -0.70,  0.17,  0 
 vs,  no,  no,  1,  2452.086,  0.50,  0.05,  0.70,  -0.28,  -0.50,  -0.23,  0 
 vs,  no,  no,  1,  2930.216,  0.50,  0.00,  0.60,  -0.25,  -0.50,  -0.25,  0 
 vs,  yes,  yes,  1,  1901.843,  0.10,  0.00,  0.70,  0.07,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  1097.795,  0.50,  0.20,  0.70,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  822.144,  0.60,  0.25,  0.70,  0.18,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  1317.057,  0.50,  0.05,  0.70,  -0.28,  -0.50,  -0.23,  0 
 vs,  yes,  yes,  1,  1264.100,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  yes,  yes,  1,  1197.831,  0.80,  0.40,  0.60,  0.20,  -0.60,  0.60,  0 
 vs,  no,  no,  1,  4245.515,  0.50,  0.30,  0.60,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  884.292,  0.50,  0.40,  0.60,  -0.45,  -0.50,  -0.05,  0 
 vs,  yes,  yes,  1,  2576.537,  0.50,  0.10,  0.70,  -0.28,  -0.60,  -0.18,  0 
 vs,  yes,  yes,  1,  1266.046,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  yes,  yes,  1,  1206.416,  0.50,  0.00,  0.60,  -0.25,  -0.50,  -0.25,  0 
 vs,  yes,  yes,  1,  2205.482,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1405.564,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  no,  no,  1,  2940.616,  0.60,  0.05,  0.50,  0.30,  -0.50,  0.35,  0 
 vs,  yes,  yes,  1,  943.642,  0.80,  0.40,  0.70,  0.20,  -0.60,  0.60,  0 
 vs,  yes,  yes,  1,  1545.865,  1.00,  0.35,  0.60,  0.31,  -0.60,  0.66,  0 
 vs,  no,  no,  1,  2100.355,  0.30,  0.15,  0.50,  0.09,  -0.50,  0.24,  0 
 vs,  no,  no,  1,  2192.392,  0.60,  0.05,  0.50,  0.25,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1160.410,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  no,  no,  1,  2361.417,  0.40,  0.20,  0.60,  -0.28,  -0.70,  -0.08,  0 
 vs,  yes,  yes,  1,  915.541,  0.60,  0.05,  0.50,  0.25,  -0.70,  0.30,  0 
 vs,  no,  no,  1,  2670.480,  0.50,  0.40,  0.60,  -0.45,  -0.50,  -0.05,  0 
 vs,  no,  no,  1,  1932.070,  0.10,  0.00,  0.70,  0.07,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  1309.995,  0.50,  0.20,  0.70,  0.15,  -0.60,  0.35,  0 
 vs,  yes,  yes,  1,  1249.096,  1.00,  0.35,  0.60,  0.31,  -0.60,  0.66,  0 
 vs,  yes,  yes,  1,  1598.760,  0.50,  0.20,  0.60,  -0.35,  -0.50,  -0.15,  0 
 vs,  yes,  no,  0,  2638.620,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  no,  no,  1,  2436.375,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  no,  no,  1,  2411.126,  0.60,  0.30,  0.60,  0.15,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  1307.267,  0.50,  0.30,  0.70,  0.10,  -0.60,  0.40,  0 
 vs,  yes,  yes,  1,  1311.001,  0.90,  0.15,  0.50,  0.37,  -0.60,  0.52,  0 
 vs,  yes,  yes,  1,  2242.074,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  1112.804,  0.50,  0.25,  0.70,  -0.38,  -0.60,  -0.12,  0 
 vs,  no,  no,  1,  2868.433,  0.80,  0.40,  0.60,  0.20,  -0.60,  0.60,  0 
 vs,  no,  no,  1,  2810.066,  0.50,  0.20,  0.70,  0.15,  -0.60,  0.35,  0 
 vs,  no,  no,  1,  2218.330,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  yes,  yes,  1,  1025.697,  0.60,  0.00,  0.70,  -0.29,  -0.60,  -0.29,  0 
 vs,  yes,  no,  0,  1624.700,  0.50,  0.40,  0.60,  -0.45,  -0.50,  -0.05,  0 
 vs,  yes,  yes,  1,  1478.752,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  no,  0,  3131.854,  0.50,  0.40,  0.60,  -0.45,  -0.50,  -0.05,  0 
 vs,  no,  no,  1,  2621.788,  0.50,  0.10,  0.60,  -0.30,  -0.70,  -0.20,  0 
 vs,  no,  no,  1,  2772.645,  0.50,  0.20,  0.60,  -0.35,  -0.50,  -0.15,  0 
 vs,  yes,  no,  0,  3046.214,  0.50,  0.40,  0.60,  -0.45,  -0.50,  -0.05,  0 
 vs,  no,  no,  1,  3172.111,  1.00,  0.35,  0.60,  0.31,  -0.60,  0.66,  0 
 vs,  yes,  yes,  1,  901.851,  0.90,  0.15,  0.50,  0.37,  -0.60,  0.52,  0 
 vs,  yes,  yes,  1,  1025.415,  0.50,  0.00,  0.60,  -0.25,  -0.50,  -0.25,  0 
 vs,  yes,  yes,  1,  1408.404,  0.80,  0.40,  0.60,  0.20,  -0.60,  0.60,  0 
 vs,  yes,  yes,  1,  1280.147,  0.50,  0.05,  0.70,  0.23,  -0.60,  0.28,  0 
 vs,  yes,  yes,  1,  1861.218,  0.20,  0.20,  0.70,  -0.07,  -0.60,  0.13,  0 
 vs,  yes,  yes,  1,  1579.158,  0.60,  0.05,  0.50,  0.25,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1412.302,  0.10,  0.00,  0.70,  0.07,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  1388.086,  0.20,  0.10,  0.60,  -0.17,  -0.50,  -0.07,  0 
 vs,  no,  no,  1,  2908.505,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  1760.819,  0.20,  0.20,  0.70,  -0.07,  -0.60,  0.13,  0 
 vs,  yes,  yes,  1,  1386.699,  0.60,  0.05,  0.50,  0.30,  -0.50,  0.35,  0 
 vs,  yes,  yes,  1,  2390.406,  0.70,  0.35,  0.60,  0.16,  -0.60,  0.51,  0 
 vs,  yes,  yes,  1,  879.209,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  no,  no,  1,  8196.070,  0.80,  0.40,  0.70,  0.20,  -0.60,  0.60,  0 
 vs,  yes,  yes,  1,  1398.876,  0.50,  0.00,  0.60,  -0.25,  -0.50,  -0.25,  0 
 vs,  yes,  yes,  1,  4630.605,  0.80,  0.40,  0.70,  0.20,  -0.60,  0.60,  0 
 vs,  no,  no,  1,  4534.827,  0.60,  0.00,  0.70,  -0.29,  -0.60,  -0.29,  0 
 vs,  yes,  yes,  1,  602.381,  0.60,  0.25,  0.70,  0.18,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  617.864,  0.80,  0.40,  0.60,  0.20,  -0.60,  0.60,  0 
 vs,  yes,  yes,  1,  1992.033,  0.20,  0.10,  0.60,  -0.17,  -0.50,  -0.07,  0 
 vs,  yes,  yes,  1,  1208.668,  0.20,  0.20,  0.70,  -0.07,  -0.60,  0.13,  0 
 vs,  yes,  yes,  1,  616.405,  0.50,  0.30,  0.60,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  2031.228,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  no,  no,  1,  3094.540,  0.50,  0.00,  0.60,  -0.25,  -0.50,  -0.25,  0 
 vs,  no,  no,  1,  2275.567,  0.50,  0.10,  0.50,  0.20,  -0.70,  0.30,  0 
 vs,  no,  no,  1,  2328.950,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  no,  no,  1,  2100.387,  0.90,  0.15,  0.50,  0.37,  -0.60,  0.52,  0 
 vs,  yes,  yes,  1,  1648.345,  0.70,  0.35,  0.60,  0.16,  -0.60,  0.51,  0 
 vs,  no,  no,  1,  1390.949,  0.60,  0.00,  0.70,  -0.29,  -0.60,  -0.29,  0 
 vs,  yes,  yes,  1,  1247.331,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  no,  no,  1,  2293.721,  0.50,  0.25,  0.70,  -0.38,  -0.60,  -0.12,  0 
 vs,  yes,  yes,  1,  882.436,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  no,  no,  1,  2566.713,  0.30,  0.15,  0.50,  0.09,  -0.50,  0.24,  0 
 vs,  yes,  yes,  1,  1728.236,  0.70,  0.35,  0.60,  0.16,  -0.60,  0.51,  0 
 vs,  no,  no,  1,  1963.466,  0.10,  0.00,  0.70,  0.07,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  2253.398,  0.50,  0.20,  0.60,  -0.35,  -0.50,  -0.15,  0 
 vs,  no,  no,  1,  2123.451,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  no,  no,  1,  1950.846,  0.50,  0.10,  0.70,  -0.28,  -0.60,  -0.18,  0 
 vs,  yes,  no,  0,  1904.765,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  no,  no,  1,  1819.562,  0.60,  0.05,  0.50,  0.30,  -0.50,  0.35,  0 
 vs,  no,  no,  1,  2314.178,  1.00,  0.35,  0.60,  0.31,  -0.60,  0.66,  0 
 vs,  no,  no,  1,  2206.247,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  no,  no,  1,  1934.296,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  no,  no,  1,  1792.914,  0.30,  0.30,  0.50,  -0.13,  -0.70,  0.17,  0 
 vs,  no,  no,  1,  2529.537,  0.50,  0.40,  0.60,  -0.45,  -0.50,  -0.05,  0 
 vs,  yes,  no,  0,  3028.300,  0.60,  0.30,  0.60,  0.15,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  1394.932,  0.30,  0.15,  0.50,  0.09,  -0.50,  0.24,  0 
 vs,  yes,  yes,  1,  731.291,  0.70,  0.35,  0.60,  0.16,  -0.60,  0.51,  0 
 vs,  yes,  yes,  1,  990.178,  0.50,  0.20,  0.60,  -0.35,  -0.50,  -0.15,  0 
 vs,  yes,  yes,  1,  1278.458,  0.60,  0.05,  0.50,  0.25,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  939.497,  0.50,  0.05,  0.70,  -0.28,  -0.50,  -0.23,  0 
 vs,  yes,  yes,  1,  2205.794,  0.60,  0.30,  0.60,  0.15,  -0.70,  0.45,  0 
 vs,  yes,  no,  0,  1837.826,  0.60,  0.30,  0.60,  0.15,  -0.70,  0.45,  0 
 vs,  no,  no,  1,  2595.293,  1.00,  0.35,  0.60,  0.31,  -0.60,  0.66,  0 
 vs,  yes,  no,  0,  939.477,  0.60,  0.05,  0.50,  0.25,  -0.70,  0.30,  0 
 vs,  yes,  no,  0,  788.663,  0.50,  0.25,  0.70,  -0.38,  -0.60,  -0.12,  0 
 vs,  yes,  yes,  1,  1283.761,  0.50,  0.10,  0.70,  -0.28,  -0.60,  -0.18,  0 
 vs,  yes,  yes,  1,  1232.168,  0.10,  0.00,  0.70,  0.07,  -0.60,  0.07,  0 
 vs,  yes,  yes,  1,  2662.521,  0.40,  0.25,  0.70,  0.07,  -0.50,  0.32,  0 
 vs,  no,  no,  1,  2796.766,  0.50,  0.10,  0.60,  -0.30,  -0.70,  -0.20,  0 
 vs,  no,  no,  1,  3149.649,  0.50,  0.05,  0.70,  -0.28,  -0.50,  -0.23,  0 
 vs,  yes,  yes,  1,  1392.006,  0.90,  0.15,  0.50,  0.37,  -0.60,  0.52,  0 
 vs,  yes,  yes,  1,  928.426,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  2107.350,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  no,  no,  1,  2102.734,  0.60,  0.30,  0.60,  0.15,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  914.768,  0.30,  0.15,  0.50,  0.09,  -0.50,  0.24,  0 
 vs,  no,  no,  1,  2310.364,  0.50,  0.30,  0.60,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  1810.443,  0.60,  0.30,  0.60,  0.15,  -0.70,  0.45,  0 
 vs,  no,  no,  1,  1746.411,  0.20,  0.10,  0.60,  -0.17,  -0.50,  -0.07,  0 
 vs,  yes,  yes,  1,  732.177,  0.50,  0.10,  0.70,  -0.28,  -0.60,  -0.18,  0 
 vs,  yes,  no,  0,  2142.432,  0.50,  0.35,  0.50,  0.07,  -0.70,  0.43,  0 
 vs,  yes,  yes,  1,  1800.018,  0.30,  0.30,  0.50,  -0.13,  -0.70,  0.17,  0 
 vs,  no,  no,  1,  3943.879,  0.50,  0.30,  0.70,  0.10,  -0.60,  0.40,  0 
 vs,  no,  no,  1,  4499.151,  0.50,  0.20,  0.60,  -0.35,  -0.50,  -0.15,  0 
 vs,  yes,  yes,  1,  1351.348,  0.50,  0.10,  0.60,  -0.30,  -0.70,  -0.20,  0 
 vs,  yes,  yes,  1,  2177.155,  0.50,  0.05,  0.70,  0.23,  -0.60,  0.28,  0 
 vs,  yes,  yes,  1,  970.504,  0.60,  0.00,  0.70,  -0.29,  -0.60,  -0.29,  0 
 vs,  no,  no,  1,  4051.454,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1618.193,  0.50,  0.20,  0.60,  -0.35,  -0.50,  -0.15,  0 
 vs,  yes,  yes,  1,  1937.325,  0.50,  0.30,  0.60,  -0.40,  -0.50,  -0.10,  0 
 vs,  yes,  yes,  1,  1923.917,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  no,  no,  1,  2318.552,  0.20,  0.10,  0.60,  -0.17,  -0.50,  -0.07,  0 
 vs,  yes,  no,  0,  2529.947,  0.60,  0.25,  0.70,  0.18,  -0.50,  0.43,  0 
 vs,  yes,  yes,  1,  1244.324,  0.50,  0.05,  0.70,  -0.28,  -0.50,  -0.23,  0 
 vs,  yes,  yes,  1,  2282.696,  0.40,  0.20,  0.60,  -0.28,  -0.70,  -0.08,  0 
 vs,  yes,  yes,  1,  1135.515,  0.60,  0.05,  0.50,  0.30,  -0.50,  0.35,  0 
 vs,  yes,  yes,  1,  1417.808,  0.50,  0.40,  0.70,  0.05,  -0.70,  0.45,  0 
 vs,  yes,  yes,  1,  1168.938,  0.20,  0.10,  0.60,  -0.17,  -0.50,  -0.07,  0 
 vs,  no,  no,  1,  3745.909,  0.50,  0.10,  0.50,  0.20,  -0.70,  0.30,  0 
 vs,  no,  no,  1,  2117.183,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  yes,  yes,  1,  1328.558,  0.20,  0.20,  0.70,  -0.07,  -0.60,  0.13,  0 
 vs,  yes,  yes,  1,  2003.607,  0.80,  0.40,  0.70,  0.20,  -0.60,  0.60,  0 
 vs,  yes,  yes,  1,  721.218,  1.00,  0.35,  0.60,  0.31,  -0.60,  0.66,  0 
 vs,  yes,  yes,  1,  1068.057,  0.40,  0.20,  0.60,  -0.28,  -0.70,  -0.08,  0 
 vs,  yes,  yes,  1,  936.417,  0.50,  0.00,  0.60,  -0.25,  -0.50,  -0.25,  0 
