 condition,  answer,  response,  correct,  RT,  N/T  disimilarity,N/N  disimilarity,  x1,  y1,  x2,y2,  orientation 
 vs,  no,  no,  1,  3304.356,  1.00,  0.25,  0.60,  0.39,  -0.70,  0.64,  0 
 vs,  yes,  yes,  1,  948.776,  0.50,  0.30,  0.70,  0.11,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  894.399,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  no,  0,  3098.618,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1221.866,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1156.933,  0.40,  0.00,  0.70,  0.22,  -0.60,  0.22,  0 
 vs,  no,  no,  1,  3518.562,  0.20,  0.20,  0.70,  -0.05,  -0.60,  0.15,  0 
 vs,  yes,  yes,  1,  1322.446,  0.50,  0.00,  0.50,  -0.25,  -0.50,  -0.25,  0 
 vs,  no,  no,  1,  4277.449,  1.00,  0.35,  0.70,  0.34,  -0.50,  0.69,  0 
 vs,  yes,  yes,  1,  1363.584,  0.00,  0.05,  0.60,  -0.02,  -0.70,  0.03,  0 
 vs,  yes,  yes,  1,  2421.321,  0.20,  0.20,  0.70,  -0.05,  -0.60,  0.15,  0 
 vs,  yes,  yes,  1,  764.776,  0.20,  0.20,  0.70,  -0.15,  -0.60,  0.05,  0 
 vs,  yes,  yes,  1,  1558.316,  0.90,  0.15,  0.60,  0.39,  -0.70,  0.54,  0 
 vs,  no,  no,  1,  5024.097,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  1280.502,  0.30,  0.30,  0.50,  -0.29,  -0.60,  0.01,  0 
 vs,  no,  no,  1,  3005.526,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  no,  0,  1989.817,  0.00,  0.05,  0.60,  -0.02,  -0.70,  0.03,  0 
 vs,  yes,  yes,  1,  1053.360,  1.00,  0.25,  0.60,  0.39,  -0.70,  0.64,  0 
 vs,  no,  no,  1,  3162.971,  1.00,  0.25,  0.60,  0.39,  -0.70,  0.64,  0 
 vs,  yes,  yes,  1,  1885.385,  0.50,  0.35,  0.70,  0.07,  -0.60,  0.43,  0 
 vs,  no,  no,  1,  10921.819,  0.20,  0.20,  0.70,  -0.15,  -0.60,  0.05,  0 
 vs,  yes,  yes,  1,  743.682,  0.20,  0.20,  0.70,  -0.05,  -0.60,  0.15,  0 
 vs,  yes,  yes,  1,  2521.850,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  1861.343,  0.40,  0.25,  0.70,  0.05,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  939.268,  0.70,  0.10,  0.50,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  1317.531,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  no,  no,  1,  2960.637,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  yes,  yes,  1,  3154.255,  0.40,  0.25,  0.70,  0.05,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  3468.629,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  1258.475,  0.70,  0.10,  0.50,  0.31,  -0.60,  0.41,  0 
 vs,  no,  no,  1,  6312.097,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  981.617,  0.70,  0.10,  0.50,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  1158.572,  0.40,  0.00,  0.70,  0.22,  -0.60,  0.22,  0 
 vs,  no,  no,  1,  4479.531,  0.50,  0.05,  0.60,  -0.28,  -0.60,  -0.23,  0 
 vs,  no,  no,  1,  3813.670,  0.50,  0.00,  0.50,  -0.25,  -0.50,  -0.25,  0 
 vs,  yes,  yes,  1,  942.320,  0.50,  0.20,  0.60,  -0.35,  -0.60,  -0.15,  0 
 vs,  no,  no,  1,  3648.565,  0.20,  0.05,  0.60,  -0.14,  -0.60,  -0.09,  0 
 vs,  no,  no,  1,  2855.081,  0.10,  0.00,  0.50,  -0.06,  -0.70,  -0.06,  0 
 vs,  yes,  yes,  1,  1013.372,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  yes,  yes,  1,  1117.031,  0.50,  0.30,  0.70,  0.11,  -0.60,  0.41,  0 
 vs,  no,  no,  1,  4335.995,  1.00,  0.35,  0.70,  0.34,  -0.50,  0.69,  0 
 vs,  yes,  yes,  1,  779.454,  0.50,  0.10,  0.50,  -0.30,  -0.50,  -0.20,  0 
 vs,  yes,  yes,  1,  1107.701,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  no,  no,  1,  3471.326,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  749.199,  0.50,  0.20,  0.60,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  2006.042,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  982.052,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  1326.342,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  1313.399,  1.00,  0.35,  0.70,  0.34,  -0.50,  0.69,  0 
 vs,  yes,  yes,  1,  1085.155,  0.40,  0.40,  0.70,  -0.07,  -0.60,  0.33,  0 
 vs,  no,  no,  1,  5073.420,  0.40,  0.00,  0.70,  0.22,  -0.60,  0.22,  0 
 vs,  yes,  yes,  1,  4047.745,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  no,  no,  1,  3909.766,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  no,  no,  1,  3258.433,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  no,  no,  1,  4736.152,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  1619.066,  0.50,  0.20,  0.60,  0.15,  -0.50,  0.35,  0 
 vs,  yes,  yes,  1,  1666.263,  0.30,  0.30,  0.50,  -0.29,  -0.60,  0.01,  0 
 vs,  yes,  yes,  1,  4223.417,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  no,  no,  1,  2423.466,  0.10,  0.00,  0.50,  -0.06,  -0.70,  -0.06,  0 
 vs,  yes,  yes,  1,  1662.927,  0.50,  0.05,  0.60,  -0.28,  -0.60,  -0.23,  0 
 vs,  yes,  yes,  1,  900.806,  0.70,  0.10,  0.60,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  1344.406,  0.90,  0.15,  0.60,  0.39,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  1938.834,  0.50,  0.30,  0.60,  0.10,  -0.50,  0.40,  0 
 vs,  yes,  no,  0,  4261.412,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  1043.079,  0.40,  0.00,  0.70,  0.22,  -0.60,  0.22,  0 
 vs,  no,  no,  1,  4329.345,  0.60,  0.35,  0.60,  0.15,  -0.50,  0.50,  0 
 vs,  yes,  yes,  1,  3445.462,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  1019.971,  0.50,  0.05,  0.60,  -0.28,  -0.60,  -0.23,  0 
 vs,  yes,  yes,  1,  890.952,  0.70,  0.10,  0.50,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  855.205,  0.20,  0.05,  0.60,  -0.14,  -0.60,  -0.09,  0 
 vs,  yes,  yes,  1,  2188.756,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  765.507,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  no,  no,  1,  3390.347,  0.20,  0.20,  0.70,  -0.05,  -0.60,  0.15,  0 
 vs,  yes,  no,  0,  6119.398,  0.50,  0.30,  0.60,  0.10,  -0.50,  0.40,  0 
 vs,  no,  no,  1,  5299.016,  0.70,  0.10,  0.60,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  2104.122,  0.20,  0.05,  0.60,  -0.14,  -0.60,  -0.09,  0 
 vs,  yes,  yes,  1,  820.208,  0.40,  0.40,  0.50,  -0.31,  -0.70,  0.09,  0 
