 condition,  answer,  response,  correct,  RT,  N/T  disimilarity,N/N  disimilarity,  x1,  y1,  x2,y2,  orientation 
 vs,  yes,  no,  0,  5150.040,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  2271.987,  0.40,  0.40,  0.70,  -0.07,  -0.60,  0.33,  0 
 vs,  yes,  yes,  1,  2028.723,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  no,  no,  1,  3676.018,  0.50,  0.05,  0.60,  -0.28,  -0.60,  -0.23,  0 
 vs,  yes,  yes,  1,  2329.954,  0.70,  0.10,  0.60,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  no,  0,  4917.322,  0.30,  0.30,  0.50,  -0.29,  -0.60,  0.01,  0 
 vs,  yes,  yes,  1,  4856.510,  1.00,  0.35,  0.70,  0.34,  -0.50,  0.69,  0 
 vs,  no,  no,  1,  3471.490,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  2525.314,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  5416.106,  0.50,  0.30,  0.70,  0.11,  -0.60,  0.41,  0 
 vs,  no,  no,  1,  4856.602,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  yes,  yes,  1,  2271.548,  0.10,  0.00,  0.50,  -0.06,  -0.70,  -0.06,  0 
 vs,  yes,  yes,  1,  1956.946,  0.50,  0.00,  0.50,  -0.25,  -0.50,  -0.25,  0 
 vs,  no,  no,  1,  4294.914,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  3107.686,  1.00,  0.35,  0.70,  0.34,  -0.50,  0.69,  0 
 vs,  yes,  yes,  1,  1128.081,  0.60,  0.35,  0.60,  0.15,  -0.50,  0.50,  0 
 vs,  no,  no,  1,  3691.043,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  1312.266,  0.40,  0.00,  0.70,  0.22,  -0.60,  0.22,  0 
 vs,  no,  no,  1,  5155.937,  0.50,  0.30,  0.60,  0.10,  -0.50,  0.40,  0 
 vs,  yes,  yes,  1,  2647.044,  0.50,  0.20,  0.60,  -0.35,  -0.60,  -0.15,  0 
 vs,  no,  no,  1,  5165.899,  0.50,  0.30,  0.60,  0.10,  -0.50,  0.40,  0 
 vs,  yes,  yes,  1,  1120.323,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  no,  no,  1,  4179.312,  0.50,  0.35,  0.70,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  1645.395,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  no,  no,  1,  4443.879,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  4499.341,  0.20,  0.15,  0.50,  -0.20,  -0.50,  -0.05,  0 
 vs,  yes,  yes,  1,  1648.222,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  2349.073,  0.70,  0.10,  0.60,  0.31,  -0.60,  0.41,  0 
 vs,  no,  no,  1,  3430.444,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  no,  no,  1,  6006.213,  0.50,  0.30,  0.70,  0.11,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  1647.590,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  no,  no,  1,  4038.063,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  2773.473,  0.40,  0.40,  0.50,  -0.31,  -0.70,  0.09,  0 
 vs,  yes,  yes,  1,  1255.041,  0.40,  0.40,  0.70,  -0.07,  -0.60,  0.33,  0 
 vs,  yes,  yes,  1,  1972.741,  0.50,  0.35,  0.70,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  2782.053,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  4134.275,  0.20,  0.20,  0.70,  -0.15,  -0.60,  0.05,  0 
 vs,  yes,  yes,  1,  1545.664,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  yes,  yes,  1,  3828.138,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  3044.038,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  yes,  yes,  1,  1794.412,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  yes,  yes,  1,  3626.960,  0.70,  0.10,  0.60,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  2010.210,  0.00,  0.05,  0.60,  -0.02,  -0.70,  0.03,  0 
 vs,  yes,  yes,  1,  4058.107,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  no,  no,  1,  5504.133,  0.50,  0.00,  0.50,  -0.25,  -0.50,  -0.25,  0 
 vs,  yes,  yes,  1,  1485.384,  0.50,  0.35,  0.70,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  1993.815,  0.20,  0.15,  0.50,  -0.20,  -0.50,  -0.05,  0 
 vs,  yes,  yes,  1,  2282.434,  0.50,  0.05,  0.60,  -0.28,  -0.60,  -0.23,  0 
 vs,  yes,  yes,  1,  2655.170,  0.50,  0.00,  0.50,  -0.25,  -0.50,  -0.25,  0 
 vs,  yes,  yes,  1,  2061.402,  0.60,  0.35,  0.60,  0.15,  -0.50,  0.50,  0 
 vs,  yes,  yes,  1,  1467.383,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  2720.519,  0.50,  0.30,  0.70,  0.11,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  1772.095,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  965.302,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  no,  no,  1,  3566.897,  0.50,  0.00,  0.50,  -0.25,  -0.50,  -0.25,  0 
 vs,  yes,  yes,  1,  712.807,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  1332.309,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  1606.700,  0.50,  0.20,  0.60,  0.15,  -0.50,  0.35,  0 
 vs,  yes,  yes,  1,  1262.571,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  no,  no,  1,  2996.244,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  941.265,  0.20,  0.15,  0.50,  -0.20,  -0.50,  -0.05,  0 
 vs,  yes,  yes,  1,  1015.534,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  no,  no,  1,  3366.496,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  no,  no,  1,  3704.229,  0.50,  0.35,  0.70,  0.07,  -0.60,  0.43,  0 
 vs,  no,  no,  1,  3716.820,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  yes,  yes,  1,  792.729,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  848.315,  0.30,  0.30,  0.50,  -0.29,  -0.60,  0.01,  0 
 vs,  yes,  no,  0,  2918.498,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  4273.016,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  1679.128,  1.00,  0.25,  0.60,  0.39,  -0.70,  0.64,  0 
 vs,  yes,  yes,  1,  1691.653,  0.50,  0.30,  0.60,  0.10,  -0.50,  0.40,  0 
 vs,  no,  no,  1,  3496.173,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  yes,  yes,  1,  957.308,  0.50,  0.20,  0.60,  0.15,  -0.50,  0.35,  0 
 vs,  no,  no,  1,  3078.257,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  no,  no,  1,  1979.966,  0.20,  0.05,  0.60,  -0.14,  -0.60,  -0.09,  0 
 vs,  yes,  yes,  1,  2725.228,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  no,  no,  1,  3912.732,  0.70,  0.10,  0.50,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  1597.427,  0.50,  0.20,  0.60,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  2077.913,  0.20,  0.20,  0.70,  -0.05,  -0.60,  0.15,  0 
 vs,  no,  no,  1,  4163.221,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  yes,  yes,  1,  2517.971,  0.20,  0.05,  0.60,  -0.14,  -0.60,  -0.09,  0 
 vs,  no,  no,  1,  3441.464,  0.30,  0.30,  0.50,  -0.29,  -0.60,  0.01,  0 
 vs,  yes,  yes,  1,  1872.607,  1.00,  0.25,  0.60,  0.39,  -0.70,  0.64,  0 
 vs,  yes,  yes,  1,  2021.872,  0.60,  0.35,  0.60,  0.15,  -0.50,  0.50,  0 
 vs,  no,  no,  1,  3380.510,  0.60,  0.35,  0.60,  0.15,  -0.50,  0.50,  0 
 vs,  no,  no,  1,  4110.269,  0.70,  0.10,  0.60,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  939.008,  0.50,  0.20,  0.60,  0.15,  -0.50,  0.35,  0 
 vs,  no,  no,  1,  2653.239,  0.50,  0.20,  0.60,  0.15,  -0.50,  0.35,  0 
 vs,  yes,  yes,  1,  1339.460,  0.50,  0.25,  0.60,  0.12,  -0.60,  0.38,  0 
 vs,  no,  no,  1,  2413.853,  0.40,  0.40,  0.50,  -0.31,  -0.70,  0.09,  0 
 vs,  yes,  yes,  1,  1845.308,  0.70,  0.10,  0.60,  0.31,  -0.60,  0.41,  0 
 vs,  no,  no,  1,  2707.881,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  yes,  yes,  1,  1256.150,  0.90,  0.15,  0.60,  0.39,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  2533.843,  0.50,  0.00,  0.50,  -0.25,  -0.50,  -0.25,  0 
 vs,  yes,  yes,  1,  1040.658,  0.40,  0.00,  0.70,  0.22,  -0.60,  0.22,  0 
 vs,  yes,  yes,  1,  3502.952,  0.50,  0.35,  0.60,  -0.43,  -0.60,  -0.08,  0 
 vs,  yes,  yes,  1,  1730.798,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  yes,  yes,  1,  1334.032,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  yes,  no,  0,  4127.730,  0.40,  0.40,  0.50,  -0.31,  -0.70,  0.09,  0 
 vs,  yes,  yes,  1,  1482.671,  0.70,  0.10,  0.50,  0.31,  -0.60,  0.41,  0 
 vs,  no,  no,  1,  5799.095,  0.20,  0.15,  0.50,  -0.20,  -0.50,  -0.05,  0 
 vs,  yes,  no,  0,  2912.395,  0.00,  0.05,  0.60,  -0.02,  -0.70,  0.03,  0 
 vs,  no,  no,  1,  5426.888,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  yes,  yes,  1,  1419.424,  0.20,  0.20,  0.70,  -0.05,  -0.60,  0.15,  0 
 vs,  yes,  yes,  1,  2090.497,  0.40,  0.40,  0.50,  -0.31,  -0.70,  0.09,  0 
 vs,  yes,  yes,  1,  1487.215,  1.00,  0.35,  0.70,  0.34,  -0.50,  0.69,  0 
 vs,  no,  no,  1,  3707.593,  0.40,  0.40,  0.70,  -0.07,  -0.60,  0.33,  0 
 vs,  no,  no,  1,  4344.166,  0.40,  0.40,  0.50,  -0.31,  -0.70,  0.09,  0 
 vs,  yes,  yes,  1,  1951.125,  0.30,  0.30,  0.50,  -0.29,  -0.60,  0.01,  0 
 vs,  yes,  yes,  1,  1665.082,  0.20,  0.15,  0.50,  -0.20,  -0.50,  -0.05,  0 
 vs,  yes,  yes,  1,  1254.964,  0.50,  0.35,  0.70,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  1740.021,  0.50,  0.10,  0.50,  -0.30,  -0.50,  -0.20,  0 
 vs,  no,  no,  1,  5142.528,  0.30,  0.30,  0.50,  -0.29,  -0.60,  0.01,  0 
 vs,  no,  no,  1,  4362.249,  0.20,  0.20,  0.70,  -0.15,  -0.60,  0.05,  0 
 vs,  no,  no,  1,  4365.030,  0.40,  0.40,  0.50,  -0.31,  -0.70,  0.09,  0 
 vs,  yes,  yes,  1,  2271.153,  0.10,  0.00,  0.50,  -0.06,  -0.70,  -0.06,  0 
 vs,  yes,  yes,  1,  1004.554,  0.90,  0.15,  0.60,  0.39,  -0.70,  0.54,  0 
 vs,  no,  no,  1,  2276.185,  0.40,  0.25,  0.70,  0.05,  -0.70,  0.30,  0 
 vs,  no,  no,  1,  2417.583,  0.00,  0.05,  0.60,  -0.02,  -0.70,  0.03,  0 
 vs,  yes,  yes,  1,  3280.985,  0.20,  0.20,  0.70,  -0.15,  -0.60,  0.05,  0 
 vs,  no,  no,  1,  3742.744,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  1626.005,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  865.209,  0.50,  0.10,  0.50,  -0.30,  -0.50,  -0.20,  0 
 vs,  yes,  yes,  1,  3110.753,  0.20,  0.20,  0.70,  -0.15,  -0.60,  0.05,  0 
 vs,  yes,  yes,  1,  3450.448,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  yes,  yes,  1,  5672.884,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  1551.507,  0.50,  0.05,  0.60,  0.23,  -0.70,  0.28,  0 
 vs,  yes,  yes,  1,  1705.316,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  996.547,  0.50,  0.00,  0.60,  0.25,  -0.60,  0.25,  0 
 vs,  yes,  yes,  1,  2492.788,  0.40,  0.40,  0.50,  -0.31,  -0.70,  0.09,  0 
 vs,  yes,  yes,  1,  1409.660,  0.50,  0.15,  0.70,  -0.33,  -0.70,  -0.17,  0 
 vs,  yes,  yes,  1,  2408.707,  0.10,  0.00,  0.50,  -0.06,  -0.70,  -0.06,  0 
 vs,  no,  no,  1,  4200.832,  0.50,  0.10,  0.60,  0.20,  -0.50,  0.30,  0 
 vs,  yes,  yes,  1,  2640.883,  0.20,  0.20,  0.70,  -0.05,  -0.60,  0.15,  0 
 vs,  no,  no,  1,  4311.707,  0.90,  0.15,  0.60,  0.39,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  1284.536,  0.20,  0.20,  0.70,  -0.05,  -0.60,  0.15,  0 
 vs,  yes,  yes,  1,  1800.942,  0.50,  0.35,  0.70,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  1240.198,  0.50,  0.00,  0.50,  -0.25,  -0.50,  -0.25,  0 
 vs,  no,  no,  1,  3830.491,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  no,  no,  1,  3309.774,  0.50,  0.20,  0.60,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  2010.246,  0.50,  0.30,  0.70,  0.11,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  1313.570,  1.00,  0.25,  0.60,  0.39,  -0.70,  0.64,  0 
 vs,  no,  no,  1,  5900.498,  0.70,  0.10,  0.60,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  1377.933,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  yes,  yes,  1,  6762.964,  0.10,  0.00,  0.50,  -0.06,  -0.70,  -0.06,  0 
 vs,  yes,  yes,  1,  1014.637,  0.40,  0.25,  0.70,  0.05,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1486.227,  0.50,  0.25,  0.60,  -0.38,  -0.50,  -0.12,  0 
 vs,  no,  no,  1,  4474.667,  0.30,  0.30,  0.50,  -0.29,  -0.60,  0.01,  0 
 vs,  yes,  yes,  1,  1144.869,  0.40,  0.25,  0.70,  0.05,  -0.70,  0.30,  0 
 vs,  no,  no,  1,  2899.189,  0.90,  0.15,  0.60,  0.39,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  1302.804,  0.40,  0.25,  0.70,  0.05,  -0.70,  0.30,  0 
 vs,  yes,  no,  0,  2218.550,  1.00,  0.25,  0.60,  0.39,  -0.70,  0.64,  0 
 vs,  yes,  yes,  1,  1712.172,  0.50,  0.30,  0.60,  0.10,  -0.50,  0.40,  0 
 vs,  yes,  yes,  1,  1940.017,  0.40,  0.40,  0.70,  -0.07,  -0.60,  0.33,  0 
 vs,  yes,  yes,  1,  2278.633,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  yes,  yes,  1,  868.028,  0.50,  0.15,  0.60,  0.17,  -0.50,  0.33,  0 
 vs,  yes,  yes,  1,  3096.945,  0.50,  0.30,  0.60,  -0.40,  -0.60,  -0.10,  0 
 vs,  yes,  yes,  1,  1013.988,  0.20,  0.15,  0.50,  -0.20,  -0.50,  -0.05,  0 
 vs,  no,  no,  1,  6853.511,  0.60,  0.35,  0.60,  0.15,  -0.50,  0.50,  0 
 vs,  no,  no,  1,  5644.509,  0.50,  0.10,  0.50,  -0.30,  -0.50,  -0.20,  0 
 vs,  yes,  yes,  1,  1611.822,  0.10,  0.00,  0.50,  -0.06,  -0.70,  -0.06,  0 
 vs,  yes,  yes,  1,  1947.623,  0.50,  0.20,  0.60,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  2142.256,  0.30,  0.30,  0.50,  -0.29,  -0.60,  0.01,  0 
 vs,  no,  no,  1,  5568.207,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  no,  no,  1,  2690.770,  0.50,  0.40,  0.70,  0.05,  -0.60,  0.45,  0 
 vs,  no,  no,  1,  3383.606,  0.40,  0.25,  0.70,  0.05,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  1064.767,  0.60,  0.35,  0.60,  0.15,  -0.50,  0.50,  0 
 vs,  yes,  yes,  1,  2854.422,  0.50,  0.40,  0.60,  -0.45,  -0.60,  -0.05,  0 
 vs,  yes,  yes,  1,  924.728,  0.50,  0.20,  0.60,  0.15,  -0.50,  0.35,  0 
 vs,  yes,  yes,  1,  3343.636,  0.60,  0.35,  0.60,  0.15,  -0.50,  0.50,  0 
 vs,  no,  no,  1,  3898.728,  0.50,  0.30,  0.60,  0.10,  -0.50,  0.40,  0 
 vs,  yes,  yes,  1,  1127.354,  1.00,  0.35,  0.70,  0.34,  -0.50,  0.69,  0 
 vs,  no,  no,  1,  9818.233,  1.00,  0.35,  0.70,  0.34,  -0.50,  0.69,  0 
 vs,  yes,  yes,  1,  2172.349,  0.70,  0.10,  0.50,  0.31,  -0.60,  0.41,  0 
 vs,  yes,  yes,  1,  1133.740,  0.50,  0.30,  0.60,  0.10,  -0.50,  0.40,  0 
 vs,  no,  no,  1,  3800.005,  0.90,  0.15,  0.60,  0.39,  -0.70,  0.54,  0 
 vs,  yes,  yes,  1,  3432.649,  0.50,  0.20,  0.60,  0.15,  -0.50,  0.35,  0 
 vs,  yes,  yes,  1,  1719.739,  0.50,  0.10,  0.50,  -0.30,  -0.50,  -0.20,  0 
 vs,  no,  no,  1,  7154.881,  0.40,  0.00,  0.70,  0.22,  -0.60,  0.22,  0 
 vs,  yes,  yes,  1,  7254.611,  0.20,  0.20,  0.70,  -0.15,  -0.60,  0.05,  0 
 vs,  no,  no,  1,  10670.318,  0.40,  0.00,  0.70,  0.22,  -0.60,  0.22,  0 
 vs,  yes,  yes,  1,  1470.676,  0.50,  0.05,  0.60,  -0.28,  -0.60,  -0.23,  0 
 vs,  yes,  yes,  1,  875.809,  1.00,  0.25,  0.60,  0.39,  -0.70,  0.64,  0 
 vs,  yes,  yes,  1,  1272.763,  0.40,  0.25,  0.70,  0.05,  -0.70,  0.30,  0 
 vs,  yes,  yes,  1,  2365.174,  0.50,  0.35,  0.70,  0.07,  -0.60,  0.43,  0 
 vs,  yes,  yes,  1,  950.636,  0.60,  0.35,  0.60,  0.15,  -0.50,  0.50,  0 
 vs,  no,  no,  1,  3584.190,  0.20,  0.05,  0.60,  -0.14,  -0.60,  -0.09,  0 
 vs,  no,  no,  1,  4729.326,  0.20,  0.15,  0.50,  -0.20,  -0.50,  -0.05,  0 
 vs,  yes,  yes,  1,  2821.597,  0.20,  0.05,  0.60,  -0.14,  -0.60,  -0.09,  0 
 vs,  yes,  yes,  1,  1524.006,  0.50,  0.20,  0.60,  -0.35,  -0.60,  -0.15,  0 
 vs,  yes,  yes,  1,  695.142,  0.50,  0.00,  0.50,  -0.25,  -0.50,  -0.25,  0 
 vs,  no,  no,  1,  3091.284,  0.50,  0.20,  0.60,  0.15,  -0.50,  0.35,  0 
